U926S_RSC_Site,U926S_RSC_Hole,U926S_RSC_Core,U926S_RSC_Type,U926S_RSC_Section,U926S_RSC_Interval,U926S_RSC_CSF,U926S_RSC_CCSF,U926S_RSC_LStar,U926S_RSC_AStar,U926S_RSC_BStar
U926,A,23,H,1,75,204.25,225.46,70.13,-2.83,7.15
U926,A,23,H,1,80,204.3,225.51,68.94,-1.01,11.02
U926,A,23,H,1,85,204.35,225.56,68.08,-0.16,13.69
U926,A,23,H,1,90,204.4,225.61,67.58,0.05,12.71
U926,A,23,H,1,95,204.45,225.66,68.3,-0.1,11.77
U926,A,23,H,1,100,204.5,225.71,70.03,-0.87,11.45
U926,A,23,H,1,105,204.55,225.76,71.08,-0.92,10.36
U926,A,23,H,1,110,204.6,225.81,69.32,-1.02,12.42
U926,A,23,H,1,115,204.65,225.86,65.19,0.67,13.47
U926,A,23,H,1,120,204.7,225.91,63.2,3,16.05
U926,A,23,H,1,125,204.75,225.96,60.52,5.37,17.86
U926,A,23,H,1,130,204.8,226.01,57.83,8.08,20.22
U926,A,23,H,1,135,204.85,226.06,60.29,5,17.57
U926,A,23,H,1,140,204.9,226.11,61.81,4.59,17
U926,A,23,H,1,145,204.95,226.16,68.63,0.26,11.6
U926,A,23,H,2,5,205.05,226.26,68.42,-0.62,10.29
U926,A,23,H,2,10,205.1,226.31,68.6,-0.84,11.46
U926,A,23,H,2,15,205.15,226.36,59.25,5.65,18.54
U926,A,23,H,2,20,205.2,226.41,59.46,6.27,19.15
U926,A,23,H,2,25,205.25,226.46,64.08,1.51,14.28
U926,A,23,H,2,30,205.3,226.51,67.06,-1,10.88
U926,A,23,H,2,35,205.35,226.56,66.4,-0.72,11.63
U926,A,23,H,2,40,205.4,226.61,66.45,-1.06,12.04
U926,A,23,H,2,45,205.45,226.66,64.45,0.18,12.17
U926,A,23,H,2,50,205.5,226.71,60.28,4.64,17.77
U926,A,23,H,2,55,205.55,226.76,55.67,8.88,19.85
U926,A,23,H,2,60,205.6,226.81,59.07,6.64,18.5
U926,A,23,H,2,65,205.65,226.86,65.67,1.73,15.83
U926,A,23,H,2,70,205.7,226.91,67.5,-0.49,12.75
U926,A,23,H,2,75,205.75,226.96,68.19,0,12.34
U926,A,23,H,2,80,205.8,227.01,69.18,-0.3,12.69
U926,A,23,H,2,85,205.85,227.06,66.86,-0.18,12.11
U926,A,23,H,2,90,205.9,227.11,66.44,-0.07,12.38
U926,A,23,H,2,95,205.95,227.16,66.58,-0.03,13.78
U926,A,23,H,2,100,206,227.21,65.79,0.74,14.96
U926,A,23,H,2,105,206.05,227.26,68.2,0.06,13.69
U926,A,23,H,2,110,206.1,227.31,69.52,-0.77,10.55
U926,A,23,H,2,115,206.15,227.36,71.15,-1.45,8.29
U926,A,23,H,2,120,206.2,227.41,69.42,0.08,11.34
U926,A,23,H,2,125,206.25,227.46,66.48,1.64,13.9
U926,A,23,H,2,130,206.3,227.51,62.6,5.47,18
U926,A,23,H,2,135,206.35,227.56,61.1,6.01,18.95
U926,A,23,H,2,140,206.4,227.61,68.83,0.91,12.57
U926,A,23,H,2,145,206.45,227.66,71.08,0.01,12.36
U926,A,23,H,3,5,206.55,227.76,69.87,0.03,12.97
U926,A,23,H,3,10,206.6,227.81,67.21,1.72,14.79
U926,A,23,H,3,15,206.65,227.86,65.7,1.76,13.55
U926,A,23,H,3,20,206.7,227.91,60.05,5.92,19.32
U926,A,23,H,3,25,206.75,227.96,66.38,1.13,12.96
U926,A,23,H,3,30,206.8,228.01,67.87,0.37,12.67
U926,A,23,H,3,35,206.85,228.06,67.71,0.72,13.83
U926,A,23,H,3,40,206.9,228.11,66.22,0.59,12.93
U926,A,23,H,3,45,206.95,228.16,66.91,1,13.48
U926,A,23,H,3,50,207,228.21,68.27,-1.08,8.83
U926,A,23,H,3,55,207.05,228.26,58.98,6.56,19.16
U926,A,23,H,3,60,207.1,228.31,67.6,-0.14,11.58
U926,A,23,H,3,65,207.15,228.36,67.72,-0.48,10.82
U926,A,23,H,3,70,207.2,228.41,69.4,-1.39,10.72
U926,A,23,H,3,75,207.25,228.46,67.43,-1.86,9.52
U926,A,23,H,3,80,207.3,228.51,64.68,-0.77,11.44
U926,A,23,H,3,85,207.35,228.56,64.27,0.84,13.64
U926,A,23,H,3,90,207.4,228.61,62.95,-0.22,12.7
U926,A,23,H,3,95,207.45,228.66,65.13,-1.07,10.88
U926,A,23,H,3,100,207.5,228.71,63.11,1.29,15.97
U926,A,23,H,3,105,207.55,228.76,65.38,-0.74,12.51
U926,A,23,H,3,110,207.6,228.81,65.4,1.13,14.93
U926,A,23,H,3,115,207.65,228.86,68.13,-1.26,10.15
U926,A,23,H,3,120,207.7,228.91,70.05,-1.5,9.78
U926,A,23,H,3,125,207.75,228.96,68.5,-0.97,10.74
U926,A,23,H,3,130,207.8,229.01,67.27,-0.64,12.83
U926,A,23,H,3,135,207.85,229.06,67.73,-0.55,12.43
U926,A,23,H,3,140,207.9,229.11,65.99,-0.32,12.26
U926,A,23,H,3,145,207.95,229.16,63.25,2.24,16.38
U926,A,23,H,4,5,208.05,229.26,62.06,4.25,17.13
U926,A,23,H,4,10,208.1,229.31,55.81,9.02,21.29
U926,A,23,H,4,15,208.15,229.36,64.53,3.06,16.68
U926,A,23,H,4,20,208.2,229.41,69.96,-0.78,10.21
U926,A,23,H,4,25,208.25,229.46,69.72,-1.08,10.03
U926,A,23,H,4,30,208.3,229.51,70.3,-1.05,10.59
U926,A,23,H,4,35,208.35,229.56,70.41,-1.9,8.93
U926,A,23,H,4,40,208.4,229.61,67.8,-1.11,12.18
U926,A,23,H,4,45,208.45,229.66,65.35,0.43,14.29
U926,A,23,H,4,50,208.5,229.71,66.86,-1.29,11.36
U926,A,23,H,4,55,208.55,229.76,67.36,-1.53,11.6
U926,A,23,H,4,60,208.6,229.81,62.92,0.35,14.59
U926,A,23,H,4,65,208.65,229.86,63.25,0.82,14.72
U926,A,23,H,4,70,208.7,229.91,60.91,4.42,17.78
U926,A,23,H,4,75,208.75,229.96,63.95,1.99,15.12
U926,A,23,H,4,80,208.8,230.01,69.05,0.02,12.58
U926,A,23,H,4,85,208.85,230.06,71.25,-0.87,10.44
U926,A,23,H,4,90,208.9,230.11,73.38,-2.02,6.67
U926,A,23,H,4,95,208.95,230.16,70.35,-1.4,8.92
U926,A,23,H,4,100,209,230.21,69.75,-1.34,10.71
U926,A,23,H,4,105,209.05,230.26,67.11,-0.77,11.72
U926,A,23,H,4,110,209.1,230.31,66.7,-1.16,10.68
U926,A,23,H,4,115,209.15,230.36,64.75,-0.29,13.03
U926,A,23,H,4,120,209.2,230.41,65.04,-0.31,14.07
U926,A,23,H,4,125,209.25,230.46,66.74,-1.28,11.8
U926,A,23,H,4,130,209.3,230.51,63.74,0.77,14.63
U926,A,23,H,4,135,209.35,230.56,64.58,1.98,16.47
U926,A,23,H,4,140,209.4,230.61,67.6,-1.22,10.77
U926,A,23,H,4,145,209.45,230.66,71.06,-1.36,8.82
U926,A,23,H,5,5,209.55,230.76,72.56,-1.83,6.96
U926,A,23,H,5,10,209.6,230.81,69.8,-1.49,9.65
U926,A,23,H,5,15,209.65,230.86,68.58,-1.06,10.48
U926,A,23,H,5,20,209.7,230.91,66.46,0.05,13.45
U926,A,23,H,5,25,209.75,230.96,64.31,1.92,16.54
U926,A,23,H,5,30,209.8,231.01,65.4,1.05,14.93
U926,A,23,H,5,35,209.85,231.06,66.31,0.07,13.46
U926,A,23,H,5,40,209.9,231.11,64.59,0.5,14.46
U926,A,23,H,5,45,209.95,231.16,65.43,-0.09,13.63
U926,A,23,H,5,50,210,231.21,61.51,1.85,15.88
U926,A,23,H,5,55,210.05,231.26,61.28,2.23,15.8
U926,A,23,H,5,60,210.1,231.31,60.29,3.41,16.86
U926,A,23,H,5,65,210.15,231.36,65.81,1.59,15.13
U926,A,23,H,5,70,210.2,231.41,64.9,1.22,14.37
U926,A,23,H,5,75,210.25,231.46,68.72,-0.29,12.06
U926,A,23,H,5,80,210.3,231.51,72.31,-1.72,9.05
U926,A,23,H,5,85,210.35,231.56,67.16,-0.96,11.41
U926,A,23,H,5,90,210.4,231.61,67.9,-1.44,8.99
U926,A,23,H,5,95,210.45,231.66,68.1,-0.72,11.04
U926,A,23,H,5,100,210.5,231.71,67.29,-0.32,13.02
U926,A,23,H,5,105,210.55,231.76,66.45,0,12.7
U926,A,23,H,5,110,210.6,231.81,68.99,-0.55,11.68
U926,A,23,H,5,115,210.65,231.86,70.84,-0.61,10.66
U926,A,23,H,5,120,210.7,231.91,71.81,-0.62,9.85
U926,A,23,H,5,125,210.75,231.96,68.23,0.19,10.97
U926,A,23,H,5,130,210.8,232.01,68.36,0.62,12.2
U926,A,23,H,5,135,210.85,232.06,62.16,3.94,16.02
U926,A,23,H,5,140,210.9,232.11,69.94,-0.44,10.15
U926,A,23,H,5,145,210.95,232.16,71.26,-0.7,9.9
U926,A,23,H,6,5,211.05,232.26,69.95,-1.28,9.74
U926,A,23,H,6,10,211.1,232.31,68.68,-1.18,10.34
U926,A,23,H,6,15,211.15,232.36,65.15,0.27,14.57
U926,A,23,H,6,20,211.2,232.41,66.46,-0.65,10.71
U926,A,23,H,6,25,211.25,232.46,60.38,3.78,17.68
U926,A,23,H,6,30,211.3,232.51,65.4,0.49,12.72
U926,A,23,H,6,35,211.35,232.56,64.83,0.4,13.41
U926,A,23,H,6,40,211.4,232.61,65.54,0.1,13.74
U926,A,23,H,6,45,211.45,232.66,66.42,-0.42,12.85
U926,A,23,H,6,50,211.5,232.71,62.21,2.08,16.05
U926,A,23,H,6,55,211.55,232.76,61.45,1.71,15.7
U926,A,23,H,6,60,211.6,232.81,59.63,3.87,17.85
U926,A,23,H,6,65,211.65,232.86,62.92,-0.77,12.14
U926,A,23,H,6,70,211.7,232.91,66.97,-0.53,12.96
U926,A,23,H,6,75,211.75,232.96,69.53,-1.59,10.29
U926,A,23,H,6,80,211.8,233.01,66.82,-0.72,11.64
U926,A,23,H,6,85,211.85,233.06,65.48,-0.82,11.02
U926,A,23,H,6,90,211.9,233.11,64.48,1.32,14.41
U926,A,23,H,6,95,211.95,233.16,55.98,9.63,21.29
U926,A,23,H,6,100,212,233.21,59.22,6.68,19.54
U926,B,23,H,4,25,211.25,233.26,67.42,4.53,11.37
U926,B,23,H,4,30,211.3,233.31,72.43,0.52,8.88
U926,B,23,H,4,35,211.35,233.36,72.3,0.12,8.52
U926,B,23,H,4,40,211.4,233.41,70.88,0.46,8.9
U926,B,23,H,4,45,211.45,233.46,68.4,1.57,10
U926,B,23,H,4,50,211.5,233.51,68.27,1.91,10.3
U926,B,23,H,4,55,211.55,233.56,67.73,2.52,11.16
U926,B,23,H,4,60,211.6,233.61,68.9,1.64,10
U926,B,23,H,4,65,211.65,233.66,68.33,2.23,9.78
U926,B,23,H,4,70,211.7,233.71,66.63,4.89,10.13
U926,B,23,H,4,75,211.75,233.76,63.81,6.54,11.24
U926,B,23,H,4,80,211.8,233.81,62.48,8.39,10.87
U926,B,23,H,4,85,211.85,233.86,71.62,-0.14,7.1
U926,B,23,H,4,90,211.9,233.91,73.78,-0.79,6.97
U926,B,23,H,4,95,211.95,233.96,73.91,-1.23,5.96
U926,B,23,H,4,100,212,234.01,73.75,-1.62,5.09
U926,B,23,H,4,105,212.05,234.06,70.55,-1.41,5.66
U926,B,23,H,4,110,212.1,234.11,69.19,-1.39,5.06
U926,B,23,H,4,115,212.15,234.16,64.97,1.07,7.85
U926,B,23,H,4,120,212.2,234.21,66.29,1.7,9.13
U926,B,23,H,4,125,212.25,234.26,68.11,0.12,7.78
U926,B,23,H,4,130,212.3,234.31,68.09,2.8,11.84
U926,B,23,H,4,135,212.35,234.36,68.54,2.23,9.85
U926,B,23,H,4,140,212.4,234.41,69,3.2,11.73
U926,B,23,H,4,145,212.45,234.46,67.05,4.5,12.72
U926,B,23,H,5,5,212.55,234.56,74.25,0.65,9.89
U926,B,23,H,5,10,212.6,234.61,73.85,0.28,8.48
U926,B,23,H,5,15,212.65,234.66,75.51,-1.54,3.56
U926,B,23,H,5,20,212.7,234.71,72.74,0.13,9.15
U926,B,23,H,5,25,212.75,234.76,71.19,0.9,10.15
U926,B,23,H,5,30,212.8,234.81,71.34,-0.17,7.89
U926,B,23,H,5,35,212.85,234.86,72.21,-0.35,7.45
U926,B,23,H,5,40,212.9,234.91,66.26,3.43,9.75
U926,B,23,H,5,45,212.95,234.96,67.04,3.43,10.3
U926,B,23,H,5,50,213,235.01,68.69,1.94,9.89
U926,B,23,H,5,55,213.05,235.06,70.33,0.4,8.75
U926,B,23,H,5,60,213.1,235.11,73.19,0.19,8.09
U926,B,23,H,5,65,213.15,235.16,72.68,0.27,8.18
U926,B,23,H,5,70,213.2,235.21,71.07,0.34,8.47
U926,B,23,H,5,75,213.25,235.26,71.69,0.38,8.73
U926,B,23,H,5,80,213.3,235.31,67.63,2.43,10.79
U926,B,23,H,5,85,213.35,235.36,67.76,2.52,11.12
U926,B,23,H,5,90,213.4,235.41,68.22,2.06,11.11
U926,B,23,H,5,95,213.45,235.46,67.28,3.2,11.58
U926,B,23,H,5,100,213.5,235.51,67.83,3.33,11.76
U926,B,23,H,5,105,213.55,235.56,66.85,4.25,11.96
U926,B,23,H,5,110,213.6,235.61,63.48,5.49,13.31
U926,B,23,H,5,115,213.65,235.66,66.8,3.23,12.61
U926,B,23,H,5,120,213.7,235.71,72.45,-0.38,8.07
U926,B,23,H,5,125,213.75,235.76,74.22,-0.31,8.55
U926,B,23,H,5,130,213.8,235.81,72.09,-0.18,8.76
U926,B,23,H,5,135,213.85,235.86,73.72,-0.13,9.07
U926,B,23,H,5,140,213.9,235.91,73.19,-0.07,8.76
U926,B,23,H,5,145,213.95,235.96,74.87,0.52,10.19
U926,B,23,H,6,5,214.05,236.06,73.66,-0.03,8.27
U926,B,23,H,6,10,214.1,236.11,71.22,-0.08,7.65
U926,B,23,H,6,15,214.15,236.16,73.72,-0.61,7.6
U926,B,23,H,6,20,214.2,236.21,73.01,-0.24,7.93
U926,B,23,H,6,25,214.25,236.26,70.86,1.24,10.72
U926,B,23,H,6,30,214.3,236.31,71.21,1.97,10.34
U926,B,23,H,6,35,214.35,236.36,71.75,1.64,10.51
U926,B,23,H,6,40,214.4,236.41,71.56,1.14,9.51
U926,B,23,H,6,45,214.45,236.46,70.76,2.24,11.25
U926,B,23,H,6,50,214.5,236.51,72.64,0.82,9.83
U926,B,23,H,6,55,214.55,236.56,73.06,-0.23,8.09
U926,B,23,H,6,60,214.6,236.61,73.82,-0.41,8.16
U926,B,23,H,6,65,214.65,236.66,71.83,0.73,9.48
U926,B,23,H,6,70,214.7,236.71,70.72,0.56,9.04
U926,B,23,H,6,75,214.75,236.76,69.07,0.89,9.43
U926,B,23,H,6,80,214.8,236.81,64.78,3.88,10.3
U926,B,23,H,6,85,214.85,236.86,65.45,3.86,9.84
U926,C,24,H,2,25,220.75,236.91,63.89,2.58,11.45
U926,C,24,H,2,30,220.8,236.96,69.59,1.17,10.81
U926,C,24,H,2,35,220.85,237.01,69.44,0.52,9.88
U926,C,24,H,2,40,220.9,237.06,73.07,-0.13,9.49
U926,C,24,H,2,45,220.95,237.11,72.29,-0.52,9.11
U926,C,24,H,2,50,221,237.16,70.7,-1.06,7.95
U926,C,24,H,2,55,221.05,237.21,65.17,0.48,8.86
U926,C,24,H,2,60,221.1,237.26,69.48,0.28,9.83
U926,C,24,H,2,65,221.15,237.31,68.16,1.64,10.59
U926,C,24,H,2,70,221.2,237.36,69.09,2.49,12.45
U926,C,24,H,2,75,221.25,237.41,68.51,1.78,11.39
U926,C,24,H,2,80,221.3,237.46,68.82,1.77,11.11
U926,C,24,H,2,85,221.35,237.51,65.48,2.94,11.53
U926,C,24,H,2,90,221.4,237.56,65.01,5.51,13.44
U926,C,24,H,2,95,221.45,237.61,65.74,5.96,13.18
U926,C,24,H,2,100,221.5,237.66,63.66,5.9,12.86
U926,C,24,H,2,105,221.55,237.71,68.47,3.79,13.48
U926,C,24,H,2,110,221.6,237.76,69.65,1.41,12.11
U926,C,24,H,2,115,221.65,237.81,68.82,2.71,13.84
U926,C,24,H,2,120,221.7,237.86,68.9,1.17,11
U926,C,24,H,2,125,221.75,237.91,66.17,1.66,11.5
U926,C,24,H,2,130,221.8,237.96,63.6,3.72,13.22
U926,C,24,H,2,135,221.85,238.01,62.64,3.46,12.46
U926,C,24,H,2,140,221.9,238.06,60.42,4.63,13.71
U926,C,24,H,2,145,221.95,238.11,64.52,3.02,13.84
U926,C,24,H,3,5,222.05,238.21,66.28,3.21,12.98
U926,C,24,H,3,10,222.1,238.26,64.29,5.01,13.92
U926,C,24,H,3,15,222.15,238.31,62.8,4.04,13.6
U926,C,24,H,3,20,222.2,238.36,63.36,3.91,13.33
U926,C,24,H,3,25,222.25,238.41,59.32,8.46,15.99
U926,C,24,H,3,30,222.3,238.46,63.54,5.79,15.1
U926,C,24,H,3,35,222.35,238.51,68.24,1.23,12.94
U926,C,24,H,3,40,222.4,238.56,70.84,-0.07,11.01
U926,C,24,H,3,45,222.45,238.61,70.93,0.02,10.99
U926,C,24,H,3,50,222.5,238.66,68.86,1.61,13.79
U926,C,24,H,3,55,222.55,238.71,68.2,0.9,12.49
U926,C,24,H,3,60,222.6,238.76,65.78,3.34,13.33
U926,C,24,H,3,65,222.65,238.81,68.22,1,10.3
U926,C,24,H,3,70,222.7,238.86,63.4,6.26,14.71
U926,C,24,H,3,75,222.75,238.91,59.08,9.34,14.38
U926,C,24,H,3,80,222.8,238.96,64.39,3.26,11.31
U926,C,24,H,3,85,222.85,239.01,65.34,2.78,12.47
U926,C,24,H,3,90,222.9,239.06,68.39,0.69,10.54
U926,C,24,H,3,95,222.95,239.11,64.36,3.67,12.02
U926,C,24,H,3,100,223,239.16,62.19,7,13.95
U926,C,24,H,3,105,223.05,239.21,65.22,3.8,13.77
U926,C,24,H,3,110,223.1,239.26,69.53,0.35,11.22
U926,C,24,H,3,115,223.15,239.31,69.11,2.29,12.33
U926,C,24,H,3,120,223.2,239.36,70.72,-0.35,8.56
U926,C,24,H,3,125,223.25,239.41,61.64,6.44,13.64
U926,C,24,H,3,130,223.3,239.46,57.18,7.68,11.83
U926,C,24,H,3,135,223.35,239.51,54.69,9.77,11.21
U926,C,24,H,3,140,223.4,239.56,57.65,9.55,13.05
U926,C,24,H,3,145,223.45,239.61,67.76,2.45,12.18
U926,C,24,H,4,5,223.55,239.71,62.57,4.92,13.5
U926,C,24,H,4,10,223.6,239.76,61.6,6.01,14.52
U926,C,24,H,4,15,223.65,239.81,62.32,5.36,13.9
U926,C,24,H,4,20,223.7,239.86,69.62,-0.65,9.93
U926,C,24,H,4,25,223.75,239.91,67.89,-0.16,10.37
U926,C,24,H,4,30,223.8,239.96,67.61,-0.55,9.29
U926,C,24,H,4,35,223.85,240.01,63.42,2.56,10.89
U926,C,24,H,4,40,223.9,240.06,59.51,5.83,10.94
U926,C,24,H,4,45,223.95,240.11,59.51,6.89,11.13
U926,C,24,H,4,50,224,240.16,65.28,2.27,10.63
U926,C,24,H,4,55,224.05,240.21,68.93,-1.22,8.15
U926,C,24,H,4,60,224.1,240.26,69.98,-1.42,6.2
U926,C,24,H,4,65,224.15,240.31,69.09,-1.81,5.48
U926,C,24,H,4,70,224.2,240.36,59.19,5.64,11.18
U926,C,24,H,4,75,224.25,240.41,61.62,3.43,11
U926,C,24,H,4,80,224.3,240.46,64.83,2.12,11.14
U926,C,24,H,4,85,224.35,240.51,70.38,-1.82,4.94
U926,C,24,H,4,90,224.4,240.56,67.21,0.58,10.37
U926,C,24,H,4,95,224.45,240.61,61,7.37,12.96
U926,C,24,H,4,100,224.5,240.66,66.39,-1.3,1.61
U926,C,24,H,4,105,224.55,240.71,73.39,-1.81,4.14
U926,C,24,H,4,110,224.6,240.76,71.32,-1.68,4.14
U926,C,24,H,4,115,224.65,240.81,69.88,-2.24,4.61
U926,C,24,H,4,120,224.7,240.86,67.07,-0.91,5.26
U926,C,24,H,4,125,224.75,240.91,60.25,4.85,11.19
U926,C,24,H,4,130,224.8,240.96,63.07,-0.25,5.1
U926,A,24,H,5,20,219.2,241.01,65.53,-3.19,2.97
U926,A,24,H,5,25,219.25,241.06,69.27,-1.94,5.57
U926,A,24,H,5,30,219.3,241.11,70.38,-2.38,4.88
U926,A,24,H,5,35,219.35,241.16,69.23,-2.2,5.69
U926,A,24,H,5,40,219.4,241.21,66.32,0.1,12.26
U926,A,24,H,5,45,219.45,241.26,69.85,-2.02,6.35
U926,A,24,H,5,50,219.5,241.31,68.67,-2.48,3.98
U926,A,24,H,5,55,219.55,241.36,67.71,-1.76,9.6
U926,A,24,H,5,60,219.6,241.41,69.03,-2.32,9.53
U926,A,24,H,5,65,219.65,241.46,67.14,-1.95,9.64
U926,A,24,H,5,70,219.7,241.51,65.53,-1.99,6.12
U926,A,24,H,5,75,219.75,241.56,67.1,-2.45,3.93
U926,A,24,H,5,80,219.8,241.61,69.21,-1.79,8.79
U926,A,24,H,5,85,219.85,241.66,68.8,-1.25,8.7
U926,A,24,H,5,90,219.9,241.71,70.51,-1.4,8.99
U926,A,24,H,5,95,219.95,241.76,68.88,-1.83,8.53
U926,A,24,H,5,100,220,241.81,66.69,-0.76,12.83
U926,A,24,H,5,105,220.05,241.86,66.99,-0.56,12.29
U926,A,24,H,5,110,220.1,241.91,64.81,0.26,14.71
U926,A,24,H,5,115,220.15,241.96,64.33,0.6,15.47
U926,A,24,H,5,120,220.2,242.01,64.54,1.01,15.01
U926,A,24,H,5,125,220.25,242.06,52.58,10.42,21.12
U926,A,24,H,5,130,220.3,242.11,54.99,8.42,19.69
U926,A,24,H,5,135,220.35,242.16,61.57,4.17,19.05
U926,A,24,H,5,140,220.4,242.21,60.22,3.68,18.03
U926,A,24,H,5,145,220.45,242.26,60.29,2.41,16.69
U926,A,24,H,6,5,220.55,242.36,64.81,2.54,16.41
U926,A,24,H,6,10,220.6,242.41,64.01,4.23,18.66
U926,A,24,H,6,15,220.65,242.46,65.58,2.22,16.77
U926,A,24,H,6,20,220.7,242.51,64.24,2.93,18.44
U926,A,24,H,6,25,220.75,242.56,64.71,3.61,18.07
U926,A,24,H,6,30,220.8,242.61,66.7,0.43,13.26
U926,A,24,H,6,35,220.85,242.66,62.61,3.49,17.67
U926,A,24,H,6,40,220.9,242.71,61.53,4.95,18.69
U926,A,24,H,6,45,220.95,242.76,55.78,9.72,19.82
U926,A,24,H,6,50,221,242.81,56.77,9,19.31
U926,A,24,H,6,55,221.05,242.86,62.59,4.46,18.25
U926,A,24,H,6,60,221.1,242.91,61.04,4.35,18.7
U926,A,24,H,6,65,221.15,242.96,62.42,1.98,17.03
U926,A,24,H,6,70,221.2,243.01,61.65,2.38,17.28
U926,A,24,H,6,75,221.25,243.06,60.31,3.31,18.31
U926,A,24,H,6,80,221.3,243.11,61.64,3.04,17.79
U926,A,24,H,6,85,221.35,243.16,60.11,4.57,19.56
U926,A,24,H,6,90,221.4,243.21,63.22,2.75,17.43
U926,A,24,H,6,95,221.45,243.26,62.98,2.89,17.51
U926,A,24,H,6,100,221.5,243.31,64.72,2.21,17.04
U926,A,24,H,6,105,221.55,243.36,67.61,0.16,14.05
U926,A,24,H,6,110,221.6,243.41,57.92,6.73,19.16
U926,A,24,H,6,115,221.65,243.46,58.22,6.72,20.24
U926,A,24,H,6,120,221.7,243.51,62.37,3.76,17.33
U926,A,24,H,6,125,221.75,243.56,61.68,7.45,20.21
U926,A,24,H,6,130,221.8,243.61,52.9,13.29,21.12
U926,A,24,H,6,135,221.85,243.66,57.34,9.38,19.58
U926,A,24,H,6,140,221.9,243.71,62.15,4.94,18.09
U926,A,24,H,6,145,221.95,243.76,62.42,5.7,18.9
U926,A,24,H,7,5,222.05,243.86,61.4,2.99,15.05
U926,A,24,H,7,10,222.1,243.91,62.36,4.09,17.04
U926,A,24,H,7,15,222.15,243.96,59.08,6.14,19.12
U926,A,24,H,7,20,222.2,244.01,59.74,5.1,18.36
U926,A,24,H,7,25,222.25,244.06,64.79,-0.2,13.63
U926,A,24,H,7,30,222.3,244.11,56.97,5.29,17.91
U926,A,24,H,7,35,222.35,244.16,57.85,3.78,18.44
U926,A,24,H,7,40,222.4,244.21,53.22,7.98,18.78
U926,A,24,H,7,45,222.45,244.26,51.56,10.26,18.59
U926,A,24,H,7,50,222.5,244.31,60.85,4.56,17.89
U926,A,24,H,7,55,222.55,244.36,61.21,3.73,17.52
U926,A,24,H,7,60,222.6,244.41,58.18,8.75,20.72
U926,B,24,H,5,35,222.35,244.42,61.29,7.46,9.77
U926,B,24,H,5,40,222.4,244.47,62.97,6.54,10.03
U926,B,24,H,5,45,222.45,244.52,57.51,9.41,7.41
U926,B,24,H,5,50,222.5,244.57,60.54,6.5,12.16
U926,B,24,H,5,55,222.55,244.62,65.19,1.98,9.06
U926,B,24,H,5,60,222.6,244.67,64.39,2.94,9.48
U926,B,24,H,5,65,222.65,244.72,61.52,3.29,9.19
U926,B,24,H,5,70,222.7,244.77,64.95,2.02,9.3
U926,B,24,H,5,75,222.75,244.82,67.77,1.09,9
U926,B,24,H,5,80,222.8,244.87,66.14,2.48,9.79
U926,B,24,H,5,85,222.85,244.92,62.66,4.21,10.24
U926,B,24,H,5,90,222.9,244.97,65.35,1.82,10.57
U926,B,24,H,5,95,222.95,245.02,64.78,4.18,10.64
U926,B,24,H,5,100,223,245.07,65.47,4.33,10.58
U926,B,24,H,5,105,223.05,245.12,64.66,5.28,10.39
U926,B,24,H,5,110,223.1,245.17,66.9,2.56,10.19
U926,B,24,H,5,115,223.15,245.22,65.92,3,11.22
U926,B,24,H,5,120,223.2,245.27,64.85,3.74,10.26
U926,B,24,H,5,125,223.25,245.32,64.24,4.09,10.18
U926,B,24,H,5,130,223.3,245.37,68.1,0.54,7.72
U926,B,24,H,5,135,223.35,245.42,67,2.71,10.06
U926,B,24,H,5,140,223.4,245.47,67.35,2.85,10.17
U926,B,24,H,5,145,223.45,245.52,66.34,3.76,10.58
U926,B,24,H,6,5,223.55,245.62,65.87,3.16,11.32
U926,B,24,H,6,10,223.6,245.67,64.32,4.61,10.18
U926,B,24,H,6,15,223.65,245.72,64.64,4.92,10.33
U926,B,24,H,6,20,223.7,245.77,66.28,2.96,10.81
U926,B,24,H,6,25,223.75,245.82,65.81,4.8,10.84
U926,B,24,H,6,30,223.8,245.87,63.81,6.13,10.37
U926,B,24,H,6,35,223.85,245.92,65.33,4.99,10.96
U926,B,24,H,6,40,223.9,245.97,68.84,1.69,9.43
U926,B,24,H,6,45,223.95,246.02,67.77,2.76,10.59
U926,B,24,H,6,50,224,246.07,67.65,2.51,10.47
U926,B,24,H,6,55,224.05,246.12,65.79,2.94,9.96
U926,B,24,H,6,60,224.1,246.17,65.42,3.51,11.58
U926,B,24,H,6,65,224.15,246.22,66.28,3.45,10.85
U926,B,24,H,6,70,224.2,246.27,66.6,2.95,11.67
U926,B,24,H,6,75,224.25,246.32,65.67,3.96,10.67
U926,B,24,H,6,80,224.3,246.37,66.75,3.35,11.3
U926,B,24,H,6,85,224.35,246.42,68.44,2.36,11.24
U926,B,24,H,6,90,224.4,246.47,70.42,1.45,11.07
U926,B,24,H,6,95,224.45,246.52,69.07,1.41,9.75
U926,B,24,H,6,100,224.5,246.57,70.87,1.04,9.66
U926,B,24,H,6,105,224.55,246.62,68.78,1.7,11.15
U926,B,24,H,6,110,224.6,246.67,69.01,2.52,10.97
U926,B,24,H,6,115,224.65,246.72,65.18,3.59,10.03
U926,B,24,H,6,120,224.7,246.77,64.75,5.05,11.43
U926,A,25,H,2,45,224.45,246.82,58.5,7.29,20.52
U926,A,25,H,2,50,224.5,246.87,57.87,7.65,20.87
