U926S_MS_Site,U926S_MS_Hole,U926S_MS_Core,U926S_MS_Type,U926S_MS_Section,U926S_MS_Interval,U926S_MS_CSF,U926S_MS_CCSF,U926S_MS_MS
926,A,25,H,5,54,229.045,251.415,17.9
926,A,25,H,5,65,229.147,251.517,16.3
926,A,25,H,5,75,229.246,251.616,15.5
926,A,25,H,5,84,229.345,251.715,25.6
926,A,25,H,5,95,229.447,251.817,20.5
926,A,25,H,5,104,229.545,251.915,28.2
926,A,25,H,5,115,229.646,252.016,19.3
926,A,25,H,5,124,229.745,252.115,25.9
926,A,25,H,5,134,229.845,252.215,28.1
926,A,25,H,5,145,229.946,252.316,13.7
926,A,25,H,6,5,230.046,252.416,15.8
926,A,25,H,6,10,230.095,252.465,15.6
926,A,25,H,6,14,230.145,252.515,15
926,A,25,H,6,20,230.196,252.566,16.1
926,A,25,H,6,24,230.245,252.615,16.6
926,A,25,H,6,30,230.295,252.665,16.4
926,A,25,H,6,35,230.346,252.716,17.7
926,A,25,H,6,40,230.395,252.765,21.6
926,A,25,H,6,44,230.445,252.815,26.3
926,A,25,H,6,50,230.496,252.866,25.8
926,A,25,H,6,54,230.545,252.915,14.8
926,A,25,H,6,60,230.597,252.967,11.8
926,A,25,H,6,65,230.646,253.016,20.1
926,A,25,H,6,70,230.695,253.065,27.7
926,A,25,H,6,74,230.745,253.115,20.9
926,A,25,H,6,80,230.796,253.166,23.9
926,A,25,H,6,84,230.845,253.215,33.1
926,A,25,H,6,90,230.897,253.267,27.4
926,A,25,H,6,95,230.946,253.316,20.3
926,A,25,H,6,100,230.997,253.367,24.3
926,A,25,H,6,104,231.045,253.415,24.8
926,A,25,H,6,110,231.095,253.465,19.2
926,A,25,H,6,115,231.146,253.516,17
926,A,25,H,6,120,231.197,253.567,19.2
926,A,25,H,6,124,231.245,253.615,20.1
926,A,25,H,6,130,231.297,253.667,18.9
926,A,25,H,6,134,231.345,253.715,16
926,A,25,H,6,140,231.395,253.765,13.8
926,A,25,H,6,144,231.445,253.815,15.6
926,A,25,H,7,4,231.545,253.915,28.5
926,A,25,H,7,10,231.595,253.965,20.5
926,A,25,H,7,14,231.645,254.015,21.6
926,A,25,H,7,20,231.696,254.066,28.4
926,A,25,H,7,25,231.746,254.116,21.7
926,A,25,H,7,30,231.795,254.165,18
926,A,25,H,7,35,231.847,254.217,28.6
926,A,25,H,7,40,231.895,254.265,32.9
926,C,25,H,6,142,237.415,254.285,30
926,C,25,H,6,144,237.445,254.315,35
926,C,25,H,6,148,237.475,254.345,27
926,C,25,H,7,4,237.538,254.408,19
926,C,25,H,7,6,237.565,254.435,19
926,C,25,H,7,10,237.595,254.465,24
926,C,25,H,7,12,237.625,254.495,22
926,C,25,H,7,16,237.655,254.525,29
926,C,25,H,7,18,237.685,254.555,28
926,C,25,H,7,22,237.715,254.585,28
926,C,25,H,7,24,237.745,254.615,28
926,C,25,H,7,28,237.775,254.645,26
926,C,25,H,7,30,237.805,254.675,25
926,C,25,H,7,34,237.835,254.705,20
926,C,25,H,7,36,237.865,254.735,21
926,C,25,H,7,40,237.895,254.765,18
926,C,25,H,7,42,237.925,254.795,22
926,C,25,H,7,46,237.955,254.825,21
926,C,25,H,7,48,237.985,254.855,22
926,C,25,H,7,52,238.015,254.885,24
926,C,25,H,7,54,238.045,254.915,21
926,C,25,H,7,58,238.075,254.945,21
926,C,25,H,7,61,238.106,254.976,24
926,C,25,H,7,64,238.135,255.005,24
926,C,25,H,7,66,238.165,255.035,22
926,C,25,H,7,70,238.195,255.065,21
926,C,25,H,7,72,238.225,255.095,20
926,C,25,H,,4,238.298,255.168,23
926,C,25,H,,6,238.325,255.195,25
926,C,25,H,,10,238.355,255.225,24
926,C,25,H,,12,238.385,255.255,34
926,C,25,H,,16,238.415,255.285,37
926,C,26,H,1,12,238.125,255.335,30
926,C,26,H,1,16,238.155,255.365,29
926,C,26,H,1,18,238.185,255.395,28
926,C,26,H,1,22,238.215,255.425,27
926,C,26,H,1,24,238.245,255.455,25
926,C,26,H,1,28,238.275,255.485,28
926,C,26,H,1,30,238.305,255.515,28
926,C,26,H,1,34,238.335,255.545,23
926,C,26,H,1,36,238.365,255.575,20
926,C,26,H,1,40,238.395,255.605,20
926,C,26,H,1,42,238.425,255.635,22
926,C,26,H,1,46,238.455,255.665,24
926,C,26,H,1,48,238.485,255.695,27
926,C,26,H,1,52,238.515,255.725,34
926,C,26,H,1,54,238.545,255.755,37
926,C,26,H,1,58,238.575,255.785,32
926,C,26,H,1,60,238.605,255.815,24
926,C,26,H,1,64,238.635,255.845,19
926,C,26,H,1,66,238.665,255.875,16
926,C,26,H,1,70,238.695,255.905,11
926,C,26,H,1,72,238.725,255.935,14
926,C,26,H,1,76,238.755,255.965,15
926,C,26,H,1,78,238.785,255.995,14
926,C,26,H,1,82,238.815,256.025,20
926,C,26,H,1,84,238.845,256.055,18
926,C,26,H,1,88,238.875,256.085,20
926,C,26,H,1,90,238.905,256.115,19
926,C,26,H,1,94,238.935,256.145,19
926,C,26,H,1,96,238.965,256.175,14
926,C,26,H,1,100,238.995,256.205,13
926,C,26,H,1,102,239.025,256.235,11
926,C,26,H,1,106,239.055,256.265,16
926,C,26,H,1,108,239.085,256.295,16
926,C,26,H,1,112,239.115,256.325,20
926,C,26,H,1,114,239.145,256.355,22
926,C,26,H,1,118,239.175,256.385,16
926,C,26,H,1,120,239.205,256.415,14
926,C,26,H,1,124,239.235,256.445,12
926,C,26,H,1,126,239.265,256.475,14
926,C,26,H,1,130,239.295,256.505,17
926,C,26,H,1,132,239.325,256.535,17
926,C,26,H,1,136,239.355,256.565,28
926,C,26,H,1,138,239.385,256.595,34
926,C,26,H,1,142,239.415,256.625,36
926,C,26,H,1,144,239.445,256.655,31
926,C,26,H,2,4,239.535,256.745,21
926,C,26,H,2,6,239.565,256.775,26
926,C,26,H,2,10,239.595,256.805,29
926,C,26,H,2,12,239.625,256.835,35
926,C,26,H,2,16,239.655,256.865,25
926,C,26,H,2,18,239.685,256.895,18
926,C,26,H,2,22,239.715,256.925,12
926,C,26,H,2,24,239.745,256.955,9
926,C,26,H,2,28,239.775,256.985,10
926,C,26,H,2,30,239.805,257.015,11
926,C,26,H,2,34,239.835,257.045,12
926,C,26,H,2,36,239.865,257.075,18
926,C,26,H,2,40,239.895,257.105,19
926,C,26,H,2,42,239.925,257.135,21
926,C,26,H,2,46,239.955,257.165,20
926,C,26,H,2,48,239.985,257.195,18
926,C,26,H,2,52,240.015,257.225,11
926,C,26,H,2,54,240.045,257.255,9
926,C,26,H,2,58,240.075,257.285,10
926,C,26,H,2,60,240.105,257.315,9
926,C,26,H,2,64,240.135,257.345,12
926,C,26,H,2,66,240.165,257.375,10
926,C,26,H,2,70,240.195,257.405,17
926,C,26,H,2,72,240.225,257.435,16
926,C,26,H,2,76,240.255,257.465,15
926,C,26,H,2,78,240.285,257.495,14
926,C,26,H,2,82,240.315,257.525,16
926,C,26,H,2,84,240.345,257.555,17
926,C,26,H,2,88,240.375,257.585,25
926,C,26,H,2,90,240.405,257.615,33
926,C,26,H,2,94,240.435,257.645,32
926,C,26,H,2,96,240.465,257.675,28
926,C,26,H,2,100,240.495,257.705,22
926,C,26,H,2,102,240.525,257.735,19
926,C,26,H,2,106,240.555,257.765,25
926,C,26,H,2,108,240.585,257.795,28
926,C,26,H,2,112,240.615,257.825,31
926,C,26,H,2,114,240.645,257.855,30
926,C,26,H,2,118,240.675,257.885,28
926,C,26,H,2,120,240.705,257.915,28
926,C,26,H,2,124,240.735,257.945,31
926,C,26,H,2,126,240.765,257.975,34
926,C,26,H,2,130,240.795,258.005,34
926,C,26,H,2,132,240.825,258.035,25
926,C,26,H,2,136,240.855,258.065,19
926,C,26,H,2,138,240.885,258.095,16
926,C,26,H,2,142,240.915,258.125,14
926,C,26,H,2,144,240.945,258.155,13
926,C,26,H,3,4,241.035,258.245,18
926,C,26,H,3,6,241.065,258.275,23
926,C,26,H,3,10,241.095,258.305,25
926,C,26,H,3,12,241.125,258.335,24
926,C,26,H,3,16,241.155,258.365,24
926,C,26,H,3,18,241.185,258.395,21
926,C,26,H,3,22,241.215,258.425,19
926,C,26,H,3,24,241.245,258.455,18
926,C,26,H,3,28,241.275,258.485,17
926,C,26,H,3,30,241.305,258.515,16
926,C,26,H,3,34,241.335,258.545,14
926,C,26,H,3,36,241.365,258.575,12
926,C,26,H,3,40,241.395,258.605,12
926,C,26,H,3,42,241.425,258.635,14
926,C,26,H,3,46,241.455,258.665,18
926,C,26,H,3,48,241.485,258.695,26
926,C,26,H,3,52,241.515,258.725,30
926,C,26,H,3,54,241.545,258.755,29
926,C,26,H,3,58,241.575,258.785,20
926,C,26,H,3,60,241.605,258.815,18
926,C,26,H,3,64,241.635,258.845,15
926,C,26,H,3,66,241.665,258.875,16
926,C,26,H,3,70,241.695,258.905,16
926,C,26,H,3,72,241.725,258.935,10
926,C,26,H,3,76,241.755,258.965,11
926,C,26,H,3,78,241.785,258.995,14
926,C,26,H,3,82,241.815,259.025,17
926,C,26,H,3,84,241.845,259.055,19
926,C,26,H,3,88,241.875,259.085,21
926,C,26,H,3,90,241.905,259.115,24
926,C,26,H,3,94,241.935,259.145,22
926,C,26,H,3,96,241.965,259.175,25
926,C,26,H,3,100,241.995,259.205,20
926,C,26,H,3,102,242.025,259.235,14
926,C,26,H,3,106,242.055,259.265,13
926,C,26,H,3,108,242.085,259.295,14
926,C,26,H,3,112,242.115,259.325,13
926,C,26,H,3,114,242.145,259.355,13
926,C,26,H,3,118,242.175,259.385,12
926,C,26,H,3,120,242.205,259.415,13
926,C,26,H,3,124,242.235,259.445,12
926,C,26,H,3,126,242.265,259.475,12
926,C,26,H,3,130,242.295,259.505,11
926,C,26,H,3,132,242.325,259.535,11
926,C,26,H,3,136,242.355,259.565,18
926,C,26,H,3,138,242.385,259.595,20
926,C,26,H,3,142,242.415,259.625,28
926,C,26,H,3,144,242.445,259.655,33
926,C,26,H,4,4,242.535,259.745,19
926,C,26,H,4,6,242.565,259.775,16
926,C,26,H,4,10,242.595,259.805,15
926,C,26,H,4,12,242.625,259.835,13
926,C,26,H,4,16,242.655,259.865,12
926,C,26,H,4,18,242.685,259.895,15
926,C,26,H,4,22,242.715,259.925,13
926,C,26,H,4,24,242.745,259.955,14
926,C,26,H,4,28,242.775,259.985,11
926,C,26,H,4,30,242.805,260.015,13
926,C,26,H,4,34,242.835,260.045,13
926,C,26,H,4,36,242.865,260.075,16
926,C,26,H,4,40,242.895,260.105,17
926,C,26,H,4,42,242.925,260.135,22
926,C,26,H,4,46,242.955,260.165,28
926,C,26,H,4,48,242.985,260.195,34
926,C,26,H,4,52,243.015,260.225,36
926,C,26,H,4,54,243.045,260.255,33
926,C,26,H,4,58,243.075,260.285,20
926,C,26,H,4,60,243.105,260.315,16
926,C,26,H,4,64,243.135,260.345,13
926,C,26,H,4,66,243.165,260.375,12
926,C,26,H,4,70,243.195,260.405,13
926,C,26,H,4,72,243.225,260.435,15
926,C,26,H,4,76,243.255,260.465,20
926,C,26,H,4,78,243.285,260.495,21
926,C,26,H,4,82,243.315,260.525,22
926,C,26,H,4,84,243.345,260.555,21
926,C,26,H,4,88,243.375,260.585,18
926,C,26,H,4,90,243.405,260.615,18
926,C,26,H,4,94,243.435,260.645,23
926,C,26,H,4,96,243.465,260.675,25
926,C,26,H,4,100,243.495,260.705,30
926,C,26,H,4,102,243.525,260.735,32
926,C,26,H,4,106,243.555,260.765,30
926,C,26,H,4,108,243.585,260.795,16
926,C,26,H,4,112,243.615,260.825,7
926,C,26,H,4,114,243.645,260.855,6
926,C,26,H,4,118,243.675,260.885,4
926,C,26,H,4,120,243.705,260.915,9
926,C,26,H,4,124,243.735,260.945,11
926,C,26,H,4,126,243.765,260.975,22
926,C,26,H,4,130,243.795,261.005,27
926,C,26,H,4,132,243.825,261.035,28
926,C,26,H,4,136,243.855,261.065,18
926,C,26,H,4,138,243.885,261.095,15
926,C,26,H,4,142,243.915,261.125,15
926,C,26,H,4,144,243.945,261.155,17
926,C,26,H,4,148,243.975,261.185,12
926,C,26,H,5,4,244.035,261.245,14
926,C,26,H,5,6,244.065,261.275,9
926,C,26,H,5,10,244.095,261.305,6
926,C,26,H,5,12,244.125,261.335,6
926,C,26,H,5,16,244.155,261.365,5
926,C,26,H,5,18,244.185,261.395,4
926,C,26,H,5,22,244.215,261.425,6
926,C,26,H,5,24,244.245,261.455,7
926,C,26,H,5,28,244.275,261.485,5
926,C,26,H,5,30,244.305,261.515,7
926,C,26,H,5,34,244.335,261.545,15
926,C,26,H,5,36,244.365,261.575,27
926,C,26,H,5,40,244.395,261.605,35
926,C,26,H,5,42,244.425,261.635,36
926,C,26,H,5,46,244.455,261.665,35
926,C,26,H,5,48,244.485,261.695,22
926,C,26,H,5,52,244.515,261.725,11
926,C,26,H,5,54,244.545,261.755,6
926,C,26,H,5,58,244.575,261.785,8
926,C,26,H,5,60,244.605,261.815,6
926,C,26,H,5,64,244.635,261.845,7
926,C,26,H,5,66,244.665,261.875,7
926,C,26,H,5,70,244.695,261.905,4
926,C,26,H,5,72,244.725,261.935,8
926,C,26,H,5,76,244.755,261.965,7
926,C,26,H,5,78,244.785,261.995,4
926,C,26,H,5,82,244.815,262.025,5
926,C,26,H,5,84,244.845,262.055,6
926,C,26,H,5,88,244.875,262.085,2
926,C,26,H,5,90,244.905,262.115,5
926,C,26,H,5,94,244.935,262.145,11
926,C,26,H,5,96,244.965,262.175,15
926,C,26,H,5,100,244.995,262.205,24
926,C,26,H,5,102,245.025,262.235,31
926,C,26,H,5,106,245.055,262.265,31
926,C,26,H,5,108,245.085,262.295,30
926,C,26,H,5,112,245.115,262.325,22
926,C,26,H,5,114,245.145,262.355,9
926,C,26,H,5,118,245.175,262.385,7
926,C,26,H,5,120,245.205,262.415,5
926,C,26,H,5,124,245.235,262.445,5
926,C,26,H,5,126,245.265,262.475,4
926,C,26,H,5,130,245.295,262.505,6
926,C,26,H,5,132,245.325,262.535,7
926,C,26,H,5,136,245.355,262.565,8
926,C,26,H,5,138,245.385,262.595,11
926,C,26,H,5,142,245.415,262.625,10
926,C,26,H,5,144,245.445,262.655,10
926,C,26,H,5,148,245.475,262.685,3
926,C,26,H,6,4,245.535,262.745,5
926,C,26,H,6,6,245.565,262.775,3
926,C,26,H,6,10,245.595,262.805,8
926,C,26,H,6,12,245.625,262.835,9
926,C,26,H,6,16,245.655,262.865,11
926,C,26,H,6,18,245.685,262.895,13
926,C,26,H,6,22,245.715,262.925,18
926,C,26,H,6,24,245.745,262.955,22
926,C,26,H,6,28,245.775,262.985,19
926,C,26,H,6,30,245.805,263.015,10
926,C,26,H,6,34,245.835,263.045,6
926,C,26,H,6,36,245.865,263.075,1
926,C,26,H,6,40,245.895,263.105,3
926,C,26,H,6,42,245.925,263.135,2
926,C,26,H,6,46,245.955,263.165,5
926,C,26,H,6,48,245.985,263.195,0
926,C,26,H,6,52,246.015,263.225,1
926,C,26,H,6,54,246.045,263.255,6
926,C,26,H,6,58,246.075,263.285,4
926,C,26,H,6,60,246.105,263.315,7
926,C,26,H,6,64,246.135,263.345,14
926,C,26,H,6,66,246.165,263.375,18
926,C,26,H,6,70,246.195,263.405,19
926,C,26,H,6,72,246.225,263.435,16
926,C,26,H,6,76,246.255,263.465,12
926,C,26,H,6,78,246.285,263.495,10
926,C,26,H,6,82,246.315,263.525,10
926,C,26,H,6,84,246.345,263.555,4
926,C,26,H,6,88,246.375,263.585,7
926,C,26,H,6,90,246.405,263.615,8
926,C,26,H,6,94,246.435,263.645,7
926,C,26,H,6,96,246.465,263.675,3
926,C,26,H,6,100,246.495,263.705,3
926,C,26,H,6,102,246.525,263.735,3
926,C,26,H,6,106,246.555,263.765,2
926,C,26,H,6,108,246.585,263.795,3
926,C,26,H,6,112,246.615,263.825,4
926,C,26,H,6,114,246.645,263.855,5
926,C,26,H,6,118,246.675,263.885,5
926,C,26,H,6,120,246.705,263.915,8
926,C,26,H,6,124,246.735,263.945,12
926,C,26,H,6,126,246.765,263.975,22
926,C,26,H,6,130,246.795,264.005,20
926,C,27,X,1,4,247.535,264.045,19
926,C,27,X,1,6,247.565,264.075,19
926,C,27,X,1,10,247.595,264.105,11
926,C,27,X,1,12,247.625,264.135,7
926,C,27,X,1,16,247.655,264.165,5
926,C,27,X,1,18,247.685,264.195,5
926,C,27,X,1,22,247.715,264.225,3
926,C,27,X,1,24,247.745,264.255,3
926,C,27,X,1,28,247.775,264.285,4
926,C,27,X,1,30,247.805,264.315,6
926,C,27,X,1,34,247.835,264.345,8
926,C,27,X,1,36,247.865,264.375,6
926,C,27,X,1,40,247.895,264.405,10
926,C,27,X,1,42,247.925,264.435,7
926,C,27,X,1,46,247.955,264.465,11
926,C,27,X,1,48,247.985,264.495,10
926,C,27,X,1,52,248.015,264.525,10
926,C,27,X,1,54,248.045,264.555,12
926,C,27,X,1,58,248.075,264.585,16
926,C,27,X,1,60,248.105,264.615,15
926,C,27,X,1,64,248.135,264.645,13
926,C,27,X,1,66,248.165,264.675,15
926,C,27,X,1,70,248.195,264.705,10
926,C,27,X,1,72,248.225,264.735,9
926,C,27,X,1,76,248.255,264.765,7
926,C,27,X,1,78,248.285,264.795,8
926,C,27,X,1,82,248.315,264.825,6
926,C,27,X,1,84,248.345,264.855,6
926,C,27,X,1,88,248.375,264.885,5
926,C,27,X,1,90,248.405,264.915,7
926,C,27,X,1,94,248.435,264.945,4
926,C,27,X,1,96,248.465,264.975,8
926,C,27,X,1,100,248.495,265.005,7
926,C,27,X,1,102,248.525,265.035,7
926,C,27,X,1,106,248.555,265.065,6
926,C,27,X,1,108,248.585,265.095,7
926,C,27,X,1,112,248.615,265.125,6
926,C,27,X,1,114,248.645,265.155,8
926,C,27,X,1,118,248.675,265.185,7
926,C,27,X,1,120,248.705,265.215,11
926,C,27,X,1,124,248.735,265.245,11
926,C,27,X,1,126,248.765,265.275,13
926,C,27,X,1,130,248.795,265.305,9
926,C,27,X,1,132,248.825,265.335,9
926,C,27,X,1,136,248.855,265.365,11
926,C,27,X,1,138,248.885,265.395,11
926,C,27,X,1,142,248.915,265.425,13
926,C,27,X,1,144,248.945,265.455,9
926,C,27,X,1,148,248.975,265.485,7
926,C,27,X,2,4,249.037,265.547,6
926,C,27,X,2,6,249.065,265.575,6
926,C,27,X,2,10,249.095,265.605,8
926,C,27,X,2,12,249.125,265.635,6
926,C,27,X,2,16,249.155,265.665,6
926,C,27,X,2,18,249.185,265.695,7
926,C,27,X,2,22,249.215,265.725,6
926,C,27,X,2,24,249.245,265.755,5
926,C,27,X,2,28,249.275,265.785,5
926,C,27,X,2,30,249.305,265.815,7
926,C,27,X,2,34,249.335,265.845,5
926,C,27,X,2,36,249.365,265.875,9
926,C,27,X,2,40,249.395,265.905,9
926,C,27,X,2,42,249.425,265.935,9
926,C,27,X,2,46,249.455,265.965,9
926,C,27,X,2,48,249.485,265.995,7
926,C,27,X,2,52,249.515,266.025,9
926,C,27,X,2,54,249.545,266.055,10
926,C,27,X,2,58,249.575,266.085,10
926,C,27,X,2,60,249.605,266.115,12
926,C,27,X,2,64,249.635,266.145,15
926,C,27,X,2,66,249.665,266.175,16
926,C,27,X,2,70,249.695,266.205,16
926,C,27,X,2,72,249.725,266.235,12
926,C,27,X,2,76,249.755,266.265,9
926,C,27,X,2,78,249.785,266.295,6
926,C,27,X,2,82,249.815,266.325,8
926,C,27,X,2,84,249.845,266.355,11
926,C,27,X,2,88,249.875,266.385,13
926,C,27,X,2,90,249.905,266.415,13
926,C,27,X,2,94,249.935,266.445,13
926,C,27,X,2,96,249.965,266.475,13
926,C,27,X,2,100,249.995,266.505,14
926,C,27,X,2,102,250.025,266.535,13
926,C,27,X,2,106,250.055,266.565,12
926,C,27,X,2,108,250.085,266.595,10
926,C,27,X,2,112,250.115,266.625,9
926,C,27,X,2,114,250.145,266.655,10
926,C,27,X,2,118,250.175,266.685,12
926,C,27,X,2,120,250.205,266.715,14
926,C,27,X,2,124,250.235,266.745,15
926,C,27,X,2,126,250.265,266.775,14
926,C,27,X,2,130,250.295,266.805,14
926,C,27,X,2,132,250.325,266.835,16
926,C,27,X,2,136,250.355,266.865,7
926,C,27,X,2,138,250.385,266.895,6
926,C,27,X,2,142,250.415,266.925,4
926,C,27,X,2,144,250.445,266.955,3
926,C,27,X,2,148,250.475,266.985,2
926,C,27,X,3,4,250.537,267.047,6
926,C,27,X,3,6,250.565,267.075,4
926,C,27,X,3,10,250.595,267.105,7
926,C,27,X,3,12,250.625,267.135,7
926,C,27,X,3,16,250.655,267.165,8
926,C,27,X,3,18,250.685,267.195,17
926,C,27,X,3,22,250.715,267.225,28
926,C,27,X,3,24,250.745,267.255,25
926,C,27,X,3,28,250.775,267.285,18
926,C,27,X,3,30,250.805,267.315,18
926,C,27,X,3,34,250.835,267.345,13
926,C,27,X,3,36,250.865,267.375,12
926,C,27,X,3,40,250.895,267.405,10
926,C,27,X,3,42,250.925,267.435,7
926,C,27,X,3,46,250.955,267.465,8
926,C,27,X,3,48,250.985,267.495,11
926,C,27,X,3,52,251.015,267.525,8
926,C,27,X,3,54,251.045,267.555,4
926,C,27,X,3,58,251.075,267.585,6
926,C,27,X,3,60,251.105,267.615,3
926,C,27,X,3,64,251.135,267.645,5
926,C,27,X,3,66,251.165,267.675,2
926,C,27,X,3,70,251.195,267.705,7
926,C,27,X,3,72,251.225,267.735,6
926,C,27,X,3,76,251.255,267.765,8
926,C,27,X,3,78,251.285,267.795,13
926,C,27,X,3,82,251.315,267.825,19
926,C,27,X,3,84,251.345,267.855,26
926,C,27,X,3,88,251.375,267.885,23
926,C,27,X,3,90,251.405,267.915,16
926,C,27,X,3,94,251.435,267.945,11
926,C,27,X,3,96,251.465,267.975,10
926,C,27,X,3,100,251.495,268.005,11
926,C,27,X,3,102,251.525,268.035,11
926,C,27,X,3,106,251.555,268.065,13
926,C,27,X,3,108,251.585,268.095,13
926,C,27,X,3,112,251.615,268.125,12
926,C,27,X,3,114,251.645,268.155,10
926,C,27,X,3,118,251.675,268.185,9
926,C,27,X,3,120,251.705,268.215,8
926,C,27,X,3,124,251.735,268.245,8
926,C,27,X,3,126,251.765,268.275,8
926,C,27,X,3,130,251.795,268.305,10
926,C,27,X,3,132,251.825,268.335,9
926,C,27,X,3,136,251.855,268.365,12
926,C,27,X,3,138,251.885,268.395,13
926,C,27,X,3,142,251.915,268.425,16
926,C,27,X,3,144,251.945,268.455,22
926,C,27,X,3,148,251.975,268.485,13
926,C,27,X,4,4,252.035,268.545,6
926,C,27,X,4,6,252.065,268.575,7
926,C,27,X,4,10,252.095,268.605,6
926,C,27,X,4,12,252.125,268.635,5
926,C,27,X,4,16,252.155,268.665,7
926,C,27,X,4,18,252.185,268.695,8
926,C,27,X,4,22,252.215,268.725,9
926,C,27,X,4,25,252.246,268.756,14
926,C,27,X,4,28,252.278,268.788,12
926,C,27,X,4,30,252.305,268.815,12
926,C,27,X,4,34,252.335,268.845,9
926,C,27,X,4,36,252.365,268.875,9
926,C,27,X,4,40,252.395,268.905,8
926,C,27,X,4,42,252.425,268.935,10
926,C,27,X,4,46,252.455,268.965,6
926,C,27,X,4,48,252.485,268.995,7
926,C,27,X,4,52,252.515,269.025,6
926,C,27,X,4,54,252.545,269.055,9
926,C,27,X,4,58,252.575,269.085,5
926,C,27,X,4,60,252.605,269.115,6
926,C,27,X,4,64,252.635,269.145,3
926,C,27,X,4,66,252.665,269.175,7
926,C,27,X,4,70,252.695,269.205,5
926,C,27,X,4,72,252.725,269.235,8
926,C,27,X,4,76,252.755,269.265,10
926,C,27,X,4,78,252.785,269.295,12
926,C,27,X,4,82,252.815,269.325,10
926,C,27,X,4,84,252.845,269.355,9
926,C,27,X,4,88,252.875,269.385,8
926,C,27,X,4,90,252.905,269.415,7
926,C,27,X,4,94,252.935,269.445,7
926,C,27,X,4,96,252.965,269.475,7
926,C,27,X,4,100,252.995,269.505,5
926,C,27,X,4,102,253.025,269.535,8
926,C,27,X,4,106,253.055,269.565,4
926,C,27,X,4,108,253.085,269.595,5
926,C,27,X,4,112,253.115,269.625,5
926,C,27,X,4,114,253.145,269.655,4
926,C,27,X,4,118,253.175,269.685,2
926,C,27,X,4,120,253.205,269.715,3
926,C,27,X,4,124,253.235,269.745,5
926,C,27,X,4,126,253.265,269.775,6
926,C,27,X,4,130,253.295,269.805,5
926,C,27,X,4,132,253.325,269.835,7
926,C,27,X,4,136,253.355,269.865,8
926,C,27,X,4,138,253.385,269.895,6
926,C,27,X,4,142,253.415,269.925,6
926,C,27,X,4,144,253.445,269.955,6
926,C,27,X,4,148,253.475,269.985,7
926,C,27,X,5,4,253.536,270.046,3
926,C,27,X,5,6,253.565,270.075,4
926,C,27,X,5,10,253.595,270.105,5
926,C,27,X,5,13,253.627,270.137,2
926,C,27,X,5,16,253.655,270.165,4
926,C,27,X,5,18,253.685,270.195,4
926,C,27,X,5,22,253.715,270.225,3
926,C,27,X,5,24,253.745,270.255,3
926,C,27,X,5,28,253.775,270.285,1
926,C,27,X,5,30,253.805,270.315,6
926,C,27,X,5,34,253.835,270.345,3
926,C,27,X,5,36,253.865,270.375,5
926,C,27,X,5,40,253.895,270.405,2
926,C,27,X,5,42,253.925,270.435,3
926,C,27,X,5,46,253.955,270.465,6
926,C,27,X,5,48,253.985,270.495,3
926,C,27,X,5,52,254.015,270.525,5
926,C,27,X,5,54,254.045,270.555,2
926,C,27,X,5,58,254.075,270.585,6
926,C,27,X,5,60,254.105,270.615,2
926,C,27,X,5,64,254.135,270.645,6
926,C,27,X,5,66,254.165,270.675,4
926,C,27,X,5,70,254.195,270.705,4
926,C,27,X,5,72,254.225,270.735,5
926,C,27,X,5,76,254.255,270.765,4
926,C,27,X,5,78,254.285,270.795,5
926,C,27,X,5,82,254.315,270.825,2
926,C,27,X,5,84,254.345,270.855,1
926,C,27,X,5,88,254.375,270.885,3
926,C,27,X,5,90,254.405,270.915,2
926,C,27,X,5,94,254.435,270.945,3
926,C,27,X,5,96,254.465,270.975,5
926,C,27,X,5,100,254.495,271.005,2
926,C,27,X,5,102,254.525,271.035,3
926,C,27,X,5,106,254.555,271.065,3
926,C,27,X,5,108,254.585,271.095,5
926,C,27,X,5,112,254.615,271.125,6
926,C,27,X,5,114,254.645,271.155,3
926,C,27,X,5,118,254.675,271.185,3
926,C,27,X,5,120,254.705,271.215,3
926,C,27,X,5,124,254.735,271.245,6
926,C,27,X,5,126,254.765,271.275,6
926,C,27,X,5,130,254.795,271.305,4
926,C,27,X,5,132,254.825,271.335,6
926,C,27,X,5,136,254.855,271.365,6
926,C,27,X,5,138,254.885,271.395,5
926,C,27,X,5,142,254.915,271.425,2
926,C,27,X,5,144,254.945,271.455,2
926,C,27,X,5,148,254.975,271.485,2
926,C,27,X,6,4,255.037,271.547,7
926,C,27,X,6,6,255.065,271.575,8
926,C,27,X,6,10,255.095,271.605,6
926,C,27,X,6,12,255.125,271.635,6
926,C,27,X,6,16,255.155,271.665,9
926,C,27,X,6,18,255.185,271.695,7
926,C,27,X,6,22,255.215,271.725,8
926,C,27,X,6,24,255.245,271.755,7
926,C,27,X,6,28,255.275,271.785,4
926,C,27,X,6,30,255.305,271.815,6
926,C,27,X,6,34,255.335,271.845,6
926,C,27,X,6,36,255.365,271.875,5
926,C,27,X,6,40,255.395,271.905,7
926,C,27,X,6,42,255.425,271.935,8
926,C,27,X,6,46,255.455,271.965,9
926,C,27,X,6,48,255.485,271.995,11
926,C,27,X,6,52,255.515,272.025,13
926,C,27,X,6,54,255.545,272.055,15
926,C,27,X,6,58,255.575,272.085,13
926,B,27,H,3,60,248.105,272.115,16
926,B,27,H,3,64,248.136,272.146,13
926,B,27,H,3,66,248.165,272.175,12
